lice_limit,loc_nr,lice_year
0.5,36237,2017
0.5,17495,2017
0.5,29936,2017
0.5,13306,2017
0.5,13016,2017
0.5,24155,2017
0.5,32617,2017
0.5,24175,2017
0.5,20176,2017
0.5,11338,2017
0.5,29417,2017
0.5,33437,2018
0.5,30196,2018
0.5,35297,2018
0.5,30977,2018
0.5,15196,2018
0.5,10331,2018
0.5,12067,2018
0.5,12982,2018
0.5,10298,2018
0.5,11756,2018
0.5,13271,2018
0.5,12086,2018
0.5,11416,2018
0.5,13227,2018
0.5,11179,2018
0.5,10319,2018
0.5,11330,2018
0.5,11513,2018
0.5,38037,2018
0.5,33457,2018
0.5,11339,2018
0.5,32277,2018
0.5,32297,2018
0.5,33257,2018
0.5,30156,2018
0.5,13563,2018
0.5,13518,2018
0.5,32017,2018
0.5,11793,2018
0.5,29816,2018
0.5,29416,2018
0.5,12085,2018
0.5,11364,2018
0.5,24695,2018
0.5,11119,2018
0.5,10735,2018
0.5,35797,2018
0.5,12668,2018
0.5,20496,2018
0.5,14016,2018
0.5,13254,2018
0.5,12988,2018
0.5,10870,2018
0.5,12357,2018
0.5,10275,2018
0.5,11800,2018
0.5,26795,2018
0.5,13572,2018
0.5,12730,2018
0.5,29016,2018
0.5,13341,2018
0.5,19395,2018
0.5,32537,2018
0.5,13305,2018
0.5,13873,2018
0.5,11749,2018
0.5,31877,2018
0.5,10862,2018
0.5,18235,2018
0.5,13845,2018
0.5,25055,2018
0.5,12095,2018
0.5,20396,2018
0.5,30397,2018
0.5,13872,2018
0.5,11241,2018
0.5,11930,2018
0.5,12178,2018
0.5,31738,2018
0.5,12625,2018
0.5,31317,2018
0.5,22455,2018
0.5,12308,2018
0.5,23436,2018
0.5,34997,2018
0.5,11340,2018
0.5,29458,2018
0.5,19255,2018
0.5,12156,2018
0.5,31857,2018
0.5,24915,2018
0.5,11399,2018
0.5,10212,2018
0.5,12252,2018
0.5,13209,2018
0.5,13284,2018
0.5,13143,2018
0.5,10256,2018
0.5,11248,2018
0.5,11754,2018
0.5,37237,2018
0.5,15796,2018
0.5,20876,2018
0.5,11230,2018
0.5,36417,2018
0.5,12040,2018
0.5,34897,2018
0.5,11488,2018
0.5,33137,2018
0.5,11015,2018
0.5,13205,2018
0.5,37157,2018
0.5,12594,2018
0.5,11574,2018
0.5,15621,2018
0.5,28336,2018
0.5,32897,2018
0.5,13765,2018
0.5,33237,2018
0.5,36118,2018
0.5,10223,2018
0.5,10674,2018
0.5,33637,2018
0.5,34197,2018
0.5,37357,2018
0.5,12466,2018
0.5,35677,2018
0.5,12237,2018
0.5,13841,2018
0.5,11435,2018
0.5,31038,2018
0.5,11543,2018
0.5,25655,2018
0.5,33537,2018
0.5,11721,2018
0.5,27976,2018
0.5,12361,2018
0.5,11087,2018
0.5,11857,2018
0.5,22035,2018
0.5,11162,2018
0.5,37217,2018
0.5,12007,2018
0.5,32497,2018
0.5,32457,2018
0.5,31137,2018
0.5,35957,2018
0.5,15455,2018
0.5,37557,2018
0.5,10757,2018
0.5,11076,2018
0.5,12659,2018
0.5,13229,2018
0.5,21336,2018
0.5,14799,2018
0.5,10110,2018
0.5,10338,2018
0.5,20455,2018
0.5,25135,2018
0.5,26595,2018
0.5,11684,2018
0.5,37177,2018
0.5,30097,2018
0.5,33117,2018
0.5,34018,2018
0.5,10505,2018
0.5,36917,2018
0.5,35497,2018
0.5,32197,2018
0.5,11644,2018
0.5,35237,2018
0.5,13412,2018
0.5,11381,2018
0.5,21415,2018
0.5,32117,2018
0.5,32157,2018
0.5,12128,2018
0.5,35697,2018
0.5,12033,2018
0.5,13711,2018
0.5,12109,2018
0.5,12574,2018
0.5,14041,2018
0.5,30137,2018
0.5,30597,2018
0.5,19335,2018
0.5,15456,2018
0.5,10045,2018
0.5,34717,2018
0.5,10819,2018
0.5,13870,2018
0.5,34817,2018
0.5,35877,2018
0.5,29537,2018
0.5,30917,2018
0.5,10811,2018
0.5,33077,2018
0.5,32797,2018
0.5,12236,2018
0.5,12879,2018
0.5,11363,2018
0.5,34577,2018
0.5,32677,2018
0.5,10229,2018
0.5,37437,2018
0.5,24575,2018
0.5,31797,2018
0.5,12624,2018
0.5,31157,2018
0.5,13624,2018
0.5,13527,2018
0.5,11353,2018
0.5,31398,2018
0.5,11433,2018
0.5,14796,2018
0.5,10803,2018
0.5,26775,2018
0.5,32597,2018
0.5,10544,2018
0.5,22515,2018
0.5,11833,2018
0.5,19336,2018
0.5,36138,2018
0.5,25835,2018
0.5,30176,2018
0.5,29296,2018
0.5,13494,2018
0.5,12407,2018
0.5,11355,2018
0.5,25895,2018
0.5,29876,2018
0.5,21335,2018
0.5,21055,2018
0.5,35597,2018
0.5,16939,2018
0.5,33697,2018
0.5,19278,2018
0.5,10880,2018
0.5,11893,2018
0.5,26935,2018
0.5,31437,2018
0.5,19115,2018
0.5,11736,2018
0.5,22015,2018
0.5,11814,2018
0.5,13669,2018
0.5,13058,2018
0.5,10747,2018
0.5,13874,2018
0.5,12891,2018
0.5,31297,2018
0.5,11193,2018
0.5,12078,2018
0.5,11667,2018
0.5,10317,2018
0.5,13021,2018
0.5,34217,2018
0.5,11198,2018
0.5,26335,2018
0.5,31357,2018
0.5,34357,2018
0.5,20897,2018
0.5,11530,2018
0.5,24315,2018
0.5,24196,2018
0.5,13036,2018
0.5,25695,2018
0.5,33617,2018
0.5,10324,2018
0.5,12714,2018
0.5,13852,2018
0.5,31717,2018
0.5,11365,2018
0.5,10754,2018
0.5,10734,2018
0.5,34617,2018
0.5,32037,2018
0.5,11690,2018
0.5,11907,2018
0.5,11657,2018
0.5,32917,2018
0.5,11559,2018
0.5,11771,2018
0.5,12435,2018
0.5,29096,2018
0.5,17177,2018
0.5,24615,2018
0.5,33597,2018
0.5,12265,2018
0.5,10318,2018
0.5,24735,2018
0.5,33357,2018
0.5,12789,2018
0.5,32317,2018
0.5,33757,2018
0.5,29697,2018
0.5,19995,2018
0.5,22095,2018
0.5,16755,2018
0.5,13949,2018
0.5,13886,2018
0.5,36737,2018
0.5,11318,2018
0.5,36937,2018
0.5,18639,2018
0.5,12895,2018
0.5,18717,2018
0.5,13592,2018
0.5,13996,2018
0.5,10783,2018
0.5,38057,2018
0.5,31577,2018
0.5,12011,2018
0.5,36617,2018
0.5,11643,2018
0.5,11511,2018
0.5,26615,2018
0.5,36178,2018
0.5,30257,2018
0.5,11740,2018
0.5,24035,2018
0.5,36778,2018
0.5,30897,2018
0.5,12896,2018
0.5,10425,2018
0.5,13503,2018
0.5,13838,2018
0.5,32737,2018
0.5,13782,2018
0.5,11969,2018
0.5,11783,2018
0.5,10194,2018
0.5,14679,2018
0.5,12590,2018
0.5,27376,2018
0.5,11920,2018
0.5,22596,2018
0.5,21957,2018
0.5,13235,2018
0.5,18015,2018
0.5,13119,2018
0.5,21235,2018
0.5,13006,2018
0.5,14136,2018
0.5,26815,2018
0.5,34677,2018
0.5,26955,2018
0.5,33797,2018
0.5,34017,2018
0.5,31177,2018
0.5,10300,2018
0.5,10410,2018
0.5,12036,2018
0.5,10291,2018
0.5,13643,2018
0.5,32417,2018
0.5,15655,2018
0.5,13931,2018
0.5,10808,2018
0.5,12483,2018
0.5,31257,2018
0.5,35197,2018
0.5,33957,2018
0.5,38097,2018
0.5,10536,2018
0.5,12871,2018
0.5,30377,2018
0.5,17176,2018
0.5,11571,2018
0.5,12035,2018
0.5,12897,2018
0.5,32757,2018
0.5,10518,2018
0.5,33218,2018
0.5,13337,2018
0.5,12890,2018
0.5,13784,2018
0.5,19939,2018
0.5,11786,2018
0.5,21715,2018
0.5,21516,2018
0.5,25235,2018
0.5,10796,2018
0.5,32777,2018
0.5,27856,2018
0.5,11897,2018
0.5,21016,2018
0.5,34397,2018
0.5,11251,2018
0.5,18936,2018
0.5,27095,2018
0.5,10240,2018
0.5,12115,2018
0.5,29756,2018
0.5,10768,2018
0.5,33057,2018
0.5,13236,2018
0.5,12599,2018
0.5,11957,2018
0.5,11405,2018
0.5,12634,2018
0.5,13654,2018
0.5,12224,2018
0.5,24295,2018
0.5,10876,2018
0.5,14245,2018
0.5,36137,2018
0.5,19977,2018
0.5,11269,2018
0.5,10885,2018
0.5,27176,2018
0.5,33197,2018
0.5,26495,2018
0.5,11665,2018
0.5,30036,2018
0.5,25736,2018
0.5,13783,2018
0.5,11225,2018
0.5,12260,2018
0.5,29656,2018
0.5,13242,2018
0.5,15657,2018
0.5,12348,2018
0.5,13220,2018
0.5,22915,2018
0.5,34797,2018
0.5,27996,2018
0.5,36217,2018
0.5,29576,2018
0.5,12371,2018
0.5,15118,2018
0.5,10087,2018
0.5,31517,2018
0.5,10759,2018
0.5,36817,2018
0.5,10560,2018
0.5,10804,2018
0.5,31757,2018
0.5,16281,2018
0.5,12872,2018
0.5,14042,2018
0.5,30437,2018
0.5,16736,2018
0.5,28976,2018
0.5,13225,2018
0.5,31477,2018
0.5,13279,2018
0.5,13297,2018
0.5,12660,2018
0.5,31917,2018
0.5,13573,2018
0.5,11913,2018
0.5,33577,2018
0.5,23755,2018
0.5,11173,2018
0.5,13687,2018
0.5,10409,2018
0.5,13009,2018
0.5,11652,2018
0.5,18275,2018
0.5,36297,2018
0.5,11112,2018
0.5,11689,2018
0.5,12294,2018
0.5,26135,2018
0.5,27015,2018
0.5,32257,2018
0.5,32577,2018
0.5,10723,2018
0.5,24455,2018
0.5,10828,2018
0.5,12215,2018
0.5,10206,2018
0.5,36037,2018
0.5,29476,2018
0.5,10724,2018
0.5,12980,2018
0.5,19755,2018
0.5,33998,2018
0.5,11829,2018
0.5,13339,2018
0.5,18755,2018
0.5,11534,2018
0.5,11763,2018
0.5,13567,2018
0.5,10113,2018
0.5,32598,2018
0.5,13764,2018
0.5,11575,2018
0.5,11201,2018
0.5,29557,2018
0.5,12841,2018
0.5,12855,2018
0.5,19195,2018
0.5,20316,2018
0.5,36797,2018
0.5,10224,2018
0.5,32097,2018
0.5,11809,2018
0.5,30297,2018
0.5,33177,2018
0.5,13803,2018
0.5,12476,2018
0.5,34037,2018
0.5,16055,2018
0.5,11719,2018
0.5,10614,2018
0.5,21676,2018
0.5,12239,2018
0.5,25935,2018
0.5,12652,2018
0.5,14040,2018
0.5,11633,2018
0.5,14681,2018
0.5,13222,2018
0.5,13595,2018
0.5,32518,2018
0.5,10837,2018
0.5,32657,2018
0.5,18217,2018
0.5,22775,2018
0.5,19356,2018
0.5,11074,2018
0.5,13831,2018
0.5,12213,2018
0.5,20576,2018
0.5,21337,2018
0.5,35377,2018
0.5,15860,2018
0.5,32217,2018
0.5,24975,2018
0.5,28196,2018
0.5,11714,2018
0.5,10041,2018
0.5,36457,2018
0.5,35997,2018
0.5,13813,2018
0.5,11775,2018
0.5,30216,2018
0.5,12727,2018
0.5,35777,2018
0.5,11803,2018
0.5,20595,2018
0.5,30076,2018
0.5,13234,2018
0.5,34657,2018
0.5,10989,2018
0.5,15460,2018
0.5,10080,2018
0.5,10898,2018
0.5,12993,2018
0.5,34457,2018
0.5,11928,2018
0.5,11791,2018
0.5,16497,2018
0.5,11116,2018
0.5,24715,2018
0.5,34637,2018
0.5,26295,2018
0.5,12380,2018
0.5,13002,2018
0.5,11238,2018
0.5,13055,2018
0.5,20559,2018
0.5,33557,2018
0.5,28036,2018
0.5,37297,2018
0.5,15957,2018
0.5,28476,2018
0.5,11438,2018
0.5,33777,2018
0.5,19355,2018
0.5,11350,2018
0.5,13340,2018
0.5,12744,2018
0.5,26675,2018
0.5,30857,2018
0.5,13699,2018
0.5,12870,2018
0.5,19098,2018
0.5,34257,2018
0.5,23056,2018
0.5,14086,2018
0.5,35977,2018
0.5,10990,2018
0.5,36497,2018
0.5,10840,2018
0.5,13317,2018
0.5,10262,2018
0.5,10823,2018
0.5,12392,2018
0.5,29056,2018
0.5,28396,2018
0.5,12212,2018
0.5,12966,2018
0.5,29996,2018
0.5,14076,2018
0.5,35317,2018
0.5,14039,2018
0.5,11410,2018
0.5,13876,2018
0.5,12022,2018
0.5,14435,2018
0.5,28996,2018
0.5,16216,2018
0.5,13549,2018
0.5,36757,2018
0.5,14043,2018
0.5,10292,2018
0.5,12978,2018
0.5,33337,2018
0.5,32057,2018
0.5,12385,2018
0.5,12633,2018
0.5,12127,2018
0.5,35477,2018
0.5,10232,2018
0.5,12370,2018
0.5,12134,2018
0.5,32977,2018
0.5,13550,2018
0.5,10611,2018
0.5,13685,2018
0.5,15516,2018
0.5,11807,2018
0.5,10814,2018
0.5,13139,2018
0.5,22555,2018
0.5,10137,2018
0.5,21915,2018
0.5,36117,2018
0.5,10447,2018
0.5,31637,2018
0.5,28956,2018
0.5,12904,2018
0.5,21397,2018
0.5,13541,2018
0.5,34277,2018
0.5,29596,2018
0.5,10078,2018
0.5,12047,2018
0.5,26435,2018
0.5,36257,2018
0.5,37057,2018
0.5,34057,2018
0.5,11772,2018
0.5,13293,2018
0.5,33837,2018
0.5,36077,2018
0.5,12107,2018
0.5,10877,2018
0.5,10794,2018
0.5,29516,2018
0.5,30157,2018
0.5,33657,2018
0.5,10858,2018
0.5,35617,2018
0.5,13629,2018
0.5,36877,2018
0.5,27215,2018
0.5,11332,2018
0.5,33997,2018
0.5,29957,2018
0.5,11864,2018
0.5,10303,2018
0.5,10978,2018
0.5,10213,2018
0.5,34477,2018
0.5,13221,2018
0.5,11611,2018
0.5,24937,2018
0.5,10513,2018
0.5,13965,2018
0.5,17576,2018
0.5,15659,2018
0.5,11041,2018
0.5,10375,2018
0.5,23816,2018
0.5,14495,2018
0.5,11129,2018
0.5,26315,2018
0.5,10791,2018
0.5,19457,2018
0.5,33937,2018
0.5,35897,2018
0.5,33297,2018
0.5,13020,2018
0.5,24495,2018
0.5,34537,2018
0.5,11922,2018
0.5,27055,2018
0.5,11168,2018
0.5,11537,2018
0.5,37077,2018
0.5,10181,2018
0.5,31697,2018
0.5,11272,2018
0.5,30559,2018
0.5,14019,2018
0.5,11320,2018
0.5,10795,2018
0.5,33737,2018
0.5,27876,2018
0.5,10790,2018
0.5,15403,2018
0.5,22995,2018
0.5,11908,2018
0.5,28676,2018
0.5,12071,2018
0.5,12383,2018
0.5,10136,2018
0.5,10197,2018
0.5,19875,2018
0.5,17235,2018
0.5,30518,2018
0.5,12394,2018
0.5,24696,2018
0.5,11088,2018
0.5,13888,2018
0.5,12179,2018
0.5,19655,2018
0.5,10050,2018
0.5,13691,2018
0.5,13959,2018
0.5,11205,2018
0.5,31397,2018
0.5,13345,2018
0.5,11738,2018
0.5,13554,2018
0.5,20315,2018
0.5,11378,2018
0.5,11164,2018
0.5,34697,2018
0.5,33417,2018
0.5,33517,2018
0.5,11854,2018
0.5,10841,2018
0.5,13786,2018
0.5,18255,2018
0.5,11688,2018
0.5,11972,2018
0.5,19556,2018
0.5,10149,2018
0.5,30637,2018
0.5,10806,2018
0.5,10873,2018
0.5,10996,2018
0.5,11651,2018
0.5,13581,2018
0.5,11687,2018
0.5,12366,2018
0.5,28636,2018
0.5,31959,2018
0.5,31958,2018
0.5,30817,2018
0.5,13867,2018
0.5,12406,2018
0.5,32997,2018
0.5,33477,2018
0.5,31777,2018
0.5,29116,2018
0.5,37097,2018
0.5,10086,2018
0.5,11072,2018
0.5,22796,2018
0.5,17357,2018
0.5,29896,2018
0.5,10893,2018
0.5,30657,2018
0.5,27395,2018
0.5,12784,2018
0.5,11964,2018
0.5,14795,2018
0.5,12832,2018
0.5,21495,2018
0.5,21176,2018
0.5,10822,2018
0.5,13804,2018
0.5,12281,2018
0.5,12867,2018
0.5,29276,2018
0.5,12209,2018
0.5,19517,2018
0.5,12018,2018
0.5,12003,2018
0.5,12126,2018
0.5,11122,2018
0.5,10475,2018
0.5,11883,2018
0.5,11770,2018
0.5,31097,2018
0.5,12298,2018
0.5,13887,2018
0.5,37197,2018
0.5,12794,2018
0.5,13612,2018
0.5,16015,2018
0.5,37037,2018
0.5,35737,2018
0.5,13249,2018
0.5,32137,2018
0.5,10328,2018
0.5,30957,2018
0.5,13597,2018
0.5,34857,2018
0.5,12973,2018
0.5,12019,2018
0.5,13748,2018
0.5,11856,2018
0.5,11413,2018
0.5,20096,2018
0.5,31677,2018
0.5,13296,2018
0.5,12884,2018
0.5,35417,2018
0.5,19135,2018
0.5,11888,2018
0.5,28416,2018
0.5,13243,2018
0.5,15462,2018
0.5,13035,2018
0.5,11758,2018
0.5,33317,2018
0.5,19855,2018
0.5,17015,2018
0.5,34597,2018
0.5,10398,2018
0.5,13706,2018
0.5,36517,2018
0.5,30877,2018
0.5,12844,2018
0.5,12244,2018
0.5,33017,2018
0.5,25735,2018
0.5,24115,2018
0.5,13530,2018
0.5,12892,2018
0.5,18898,2018
0.5,20515,2018
0.5,11138,2018
0.5,20796,2018
0.5,10550,2018
0.5,10216,2018
0.5,32357,2018
0.5,34137,2018
0.5,11357,2018
0.5,31457,2018
0.5,16255,2018
0.5,21795,2018
0.5,14976,2018
0.5,34117,2018
0.5,19635,2018
0.5,28856,2018
0.5,22315,2018
0.5,12048,2018
0.5,11966,2018
0.5,10660,2018
0.5,11861,2018
0.5,26196,2018
0.5,36177,2018
0.5,20115,2018
0.5,12158,2018
0.5,11334,2018
0.5,27737,2018
0.5,33097,2018
0.5,37797,2018
0.5,30757,2018
0.5,30117,2018
0.5,27956,2018
0.5,28796,2018
0.5,13531,2018
0.5,33157,2018
0.5,28296,2018
0.5,10961,2018
0.5,11737,2018
0.5,11640,2018
0.5,25896,2018
0.5,32877,2018
0.5,12108,2018
0.5,12192,2018
0.5,23695,2018
0.5,11326,2018
0.5,18657,2018
0.5,12705,2018
0.5,30997,2018
0.5,31117,2018
0.5,15236,2018
0.5,11273,2018
0.5,14676,2018
0.5,28096,2018
0.5,26155,2018
0.5,28316,2018
0.5,13000,2018
0.5,11811,2018
0.5,24456,2018
0.5,30417,2018
0.5,10838,2018
0.5,20815,2018
0.5,12712,2018
0.5,32237,2018
0.5,11939,2018
0.5,35337,2018
0.5,29356,2018
0.5,12154,2018
0.5,27476,2018
0.5,11605,2018
0.5,13291,2018
0.5,27436,2018
0.5,13032,2018
0.5,10276,2018
0.5,19915,2018
0.5,23375,2018
0.5,15375,2018
0.5,35318,2018
0.5,36017,2018
0.5,13936,2018
0.5,13915,2018
0.5,13865,2018
0.5,34297,2018
0.5,28896,2018
0.5,32697,2018
0.5,30537,2018
0.5,13708,2018
0.5,10825,2018
0.5,37577,2018
0.5,13290,2018
0.5,11525,2018
0.5,31217,2018
0.5,19015,2018
0.5,11649,2018
0.5,12965,2018
0.5,15956,2018
0.5,10417,2018
0.5,10974,2018
0.5,36099,2018
0.5,10839,2018
0.5,10281,2018
0.5,10789,2018
0.5,11971,2018
0.5,19519,2018
0.5,30217,2018
0.5,11700,2018
0.5,35817,2018
0.5,11492,2018
0.5,13593,2018
0.5,24535,2018
0.5,10311,2018
0.5,11290,2018
0.5,20776,2018
0.5,11298,2018
0.5,38017,2018
0.5,31338,2018
0.5,19016,2018
0.5,13566,2018
0.5,13124,2018
0.5,13316,2018
0.5,13125,2018
0.5,15461,2018
0.5,22335,2018
0.5,32397,2018
0.5,10552,2018
0.5,23055,2018
0.5,10421,2018
0.5,10753,2018
0.5,12081,2018
0.5,22435,2018
0.5,26235,2018
0.5,11552,2018
0.5,11206,2018
0.5,36100,2018
0.5,19396,2018
0.5,29376,2018
0.5,10798,2018
0.5,11312,2018
0.5,31817,2018
0.5,12074,2018
0.5,11776,2018
0.5,13727,2018
0.5,11813,2018
0.5,11144,2018
0.5,22955,2018
0.5,13196,2018
0.5,10309,2018
0.5,20577,2018
0.5,10582,2018
0.5,16165,2018
0.5,26575,2018
0.5,13057,2018
0.5,11832,2018
0.5,29776,2018
0.5,21755,2018
0.5,12449,2018
0.5,13644,2018
0.5,12268,2018
0.5,12662,2018
0.5,15517,2018
0.5,25815,2018
0.5,28916,2018
0.5,20075,2018
0.5,31077,2018
0.5,10054,2018
0.5,11414,2018
0.5,10635,2018
0.5,17575,2018
0.5,26055,2018
0.5,30236,2018
0.5,30837,2018
0.5,30177,2018
0.5,12114,2018
0.5,33677,2018
0.5,34917,2018
0.5,31497,2018
0.5,14018,2018
0.5,29336,2018
0.5,30517,2018
0.5,32717,2018
0.5,10090,2018
0.5,17077,2018
0.5,32857,2018
0.5,30560,2018
0.5,13677,2018
0.5,13594,2018
0.5,11351,2018
0.5,10332,2018
0.5,10029,2018
0.5,10147,2018
0.5,25855,2018
0.5,10821,2018
0.5,14081,2018
0.5,30717,2018
0.5,12077,2018
0.5,13562,2018
0.5,10570,2018
0.5,10726,2018
0.5,13570,2018
0.5,13720,2018
0.5,12102,2018
0.5,34737,2018
0.5,32437,2018
0.5,32837,2018
0.5,11533,2018
0.5,24135,2018
0.5,14678,2018
0.5,35517,2018
0.5,22495,2018
0.5,24197,2018
0.5,10677,2018
0.5,10091,2018
0.5,31557,2018
0.5,13522,2018
0.5,35657,2018
0.5,36337,2018
0.5,36317,2018
0.5,12303,2018
0.5,11137,2018
0.5,37717,2018
0.5,18117,2018
0.5,11728,2018
0.5,13047,2018
0.5,10652,2018
0.5,12678,2018
0.5,10504,2018
0.5,11303,2018
0.5,32637,2018
0.5,32337,2018
0.5,35838,2018
