lice_limit,loc_nr,lice_year
0.5,13837,2018
0.5,11385,2018
0.5,12885,2018
0.5,13704,2018
0.5,27315,2018
0.5,36717,2018
0.5,11252,2018
0.5,12839,2018
0.5,13226,2018
0.5,19235,2018
0.5,11315,2018
0.5,10616,2018
0.5,11925,2018
0.5,13246,2018
0.5,36237,2018
0.5,17495,2018
0.5,29936,2018
0.5,13306,2018
0.5,24155,2018
0.5,32617,2018
0.5,24175,2018
0.5,20176,2018
0.5,11338,2018
0.5,29417,2018
0.5,33437,2019
0.5,30196,2019
0.5,35297,2019
0.5,30977,2019
0.5,15196,2019
0.5,10331,2019
0.5,12067,2019
0.5,12982,2019
0.5,10298,2019
0.5,11756,2019
0.5,13271,2019
0.5,12086,2019
0.5,11416,2019
0.5,13227,2019
0.5,11179,2019
0.5,10319,2019
0.5,11330,2019
0.5,11513,2019
0.5,38037,2019
0.5,33457,2019
0.5,11339,2019
0.5,32277,2019
0.5,32297,2019
0.5,33257,2019
0.5,30156,2019
0.5,13563,2019
0.5,13518,2019
0.5,32017,2019
0.5,11793,2019
0.5,29816,2019
0.5,29416,2019
0.5,12085,2019
0.5,11364,2019
0.5,24695,2019
0.5,10735,2019
0.5,35797,2019
0.5,20496,2019
0.5,14016,2019
0.5,13254,2019
0.5,12988,2019
0.5,12357,2019
0.5,10275,2019
0.5,11800,2019
0.5,26795,2019
0.5,13572,2019
0.5,12730,2019
0.5,29016,2019
0.5,13341,2019
0.5,19395,2019
0.5,32537,2019
0.5,13305,2019
0.5,13873,2019
0.5,11749,2019
0.5,31877,2019
0.5,10862,2019
0.5,18235,2019
0.5,13845,2019
0.5,25055,2019
0.5,12095,2019
0.5,20396,2019
0.5,30397,2019
0.5,13872,2019
0.5,11241,2019
0.5,11930,2019
0.5,12178,2019
0.5,31738,2019
0.5,12625,2019
0.5,31317,2019
0.5,22455,2019
0.5,12308,2019
0.5,23436,2019
0.5,34997,2019
0.5,11340,2019
0.5,29458,2019
0.5,19255,2019
0.5,12156,2019
0.5,31857,2019
0.5,11399,2019
0.5,10212,2019
0.5,13209,2019
0.5,13284,2019
0.5,13143,2019
0.5,10256,2019
0.5,11248,2019
0.5,11754,2019
0.5,37237,2019
0.5,15796,2019
0.5,20876,2019
0.5,11230,2019
0.5,36417,2019
0.5,12040,2019
0.5,34897,2019
0.5,11488,2019
0.5,33137,2019
0.5,11015,2019
0.5,13205,2019
0.5,37157,2019
0.5,12594,2019
0.5,11574,2019
0.5,15621,2019
0.5,28336,2019
0.5,32897,2019
0.5,13765,2019
0.5,33237,2019
0.5,36118,2019
0.5,10223,2019
0.5,33637,2019
0.5,34197,2019
0.5,37357,2019
0.5,12466,2019
0.5,35677,2019
0.5,12237,2019
0.5,13841,2019
0.5,11435,2019
0.5,31038,2019
0.5,11543,2019
0.5,33537,2019
0.5,11721,2019
0.5,27976,2019
0.5,12361,2019
0.5,11087,2019
0.5,11857,2019
0.5,22035,2019
0.5,37217,2019
0.5,12007,2019
0.5,32497,2019
0.5,32457,2019
0.5,31137,2019
0.5,35957,2019
0.5,15455,2019
0.5,37557,2019
0.5,10757,2019
0.5,11076,2019
0.5,12659,2019
0.5,13229,2019
0.5,21336,2019
0.5,14799,2019
0.5,10110,2019
0.5,10338,2019
0.5,20455,2019
0.5,25135,2019
0.5,26595,2019
0.5,11684,2019
0.5,37177,2019
0.5,30097,2019
0.5,33117,2019
0.5,34018,2019
0.5,10505,2019
0.5,36917,2019
0.5,35497,2019
0.5,32197,2019
0.5,11644,2019
0.5,35237,2019
0.5,13412,2019
0.5,11381,2019
0.5,21415,2019
0.5,32117,2019
0.5,32157,2019
0.5,12128,2019
0.5,35697,2019
0.5,12033,2019
0.5,13711,2019
0.5,12109,2019
0.5,14041,2019
0.5,30137,2019
0.5,30597,2019
0.5,15456,2019
0.5,10045,2019
0.5,34717,2019
0.5,10819,2019
0.5,13870,2019
0.5,34817,2019
0.5,35877,2019
0.5,29537,2019
0.5,30917,2019
0.5,10811,2019
0.5,33077,2019
0.5,32797,2019
0.5,13241,2019
0.5,12879,2019
0.5,11363,2019
0.5,34577,2019
0.5,32677,2019
0.5,10229,2019
0.5,37437,2019
0.5,24575,2019
0.5,31797,2019
0.5,12624,2019
0.5,31157,2019
0.5,13624,2019
0.5,13527,2019
0.5,11353,2019
0.5,31398,2019
0.5,11433,2019
0.5,14796,2019
0.5,10803,2019
0.5,26775,2019
0.5,32597,2019
0.5,10544,2019
0.5,22515,2019
0.5,11833,2019
0.5,19336,2019
0.5,36138,2019
0.5,25835,2019
0.5,30176,2019
0.5,29296,2019
0.5,13494,2019
0.5,12407,2019
0.5,11355,2019
0.5,25895,2019
0.5,29876,2019
0.5,21335,2019
0.5,21055,2019
0.5,35597,2019
0.5,16939,2019
0.5,33697,2019
0.5,19278,2019
0.5,11893,2019
0.5,26935,2019
0.5,31437,2019
0.5,19115,2019
0.5,11736,2019
0.5,11814,2019
0.5,13669,2019
0.5,13058,2019
0.5,10747,2019
0.5,13874,2019
0.5,11193,2019
0.5,12078,2019
0.5,11667,2019
0.5,38757,2019
0.5,13021,2019
0.5,11198,2019
0.5,26335,2019
0.5,31357,2019
0.5,34357,2019
0.5,20897,2019
0.5,11530,2019
0.5,24315,2019
0.5,24196,2019
0.5,13036,2019
0.5,25695,2019
0.5,33617,2019
0.5,10324,2019
0.5,12714,2019
0.5,13852,2019
0.5,31717,2019
0.5,11365,2019
0.5,10754,2019
0.5,10734,2019
0.5,34617,2019
0.5,32037,2019
0.5,11690,2019
0.5,11907,2019
0.5,11657,2019
0.5,32917,2019
0.5,11559,2019
0.5,11771,2019
0.5,12435,2019
0.5,29096,2019
0.5,17177,2019
0.5,24615,2019
0.5,33597,2019
0.5,12265,2019
0.5,14035,2019
0.5,10318,2019
0.5,24735,2019
0.5,33357,2019
0.5,12789,2019
0.5,32317,2019
0.5,33757,2019
0.5,29697,2019
0.5,19995,2019
0.5,22095,2019
0.5,16755,2019
0.5,13949,2019
0.5,13886,2019
0.5,38777,2019
0.5,36737,2019
0.5,11318,2019
0.5,36937,2019
0.5,18639,2019
0.5,12895,2019
0.5,18717,2019
0.5,13592,2019
0.5,13996,2019
0.5,38057,2019
0.5,31577,2019
0.5,12011,2019
0.5,36617,2019
0.5,38217,2019
0.5,39217,2019
0.5,11643,2019
0.5,11511,2019
0.5,26615,2019
0.5,36178,2019
0.5,30257,2019
0.5,11740,2019
0.5,24035,2019
0.5,36778,2019
0.5,30897,2019
0.5,12896,2019
0.5,10425,2019
0.5,13503,2019
0.5,13838,2019
0.5,32737,2019
0.5,13782,2019
0.5,11969,2019
0.5,11783,2019
0.5,10194,2019
0.5,11315,2019
0.5,14679,2019
0.5,12590,2019
0.5,27376,2019
0.5,11920,2019
0.5,22596,2019
0.5,18015,2019
0.5,13119,2019
0.5,21235,2019
0.5,13006,2019
0.5,14136,2019
0.5,26815,2019
0.5,34677,2019
0.5,26955,2019
0.5,33797,2019
0.5,34017,2019
0.5,31177,2019
0.5,10300,2019
0.5,10410,2019
0.5,12036,2019
0.5,10291,2019
0.5,13643,2019
0.5,32417,2019
0.5,15655,2019
0.5,13931,2019
0.5,10808,2019
0.5,12483,2019
0.5,35197,2019
0.5,33957,2019
0.5,38097,2019
0.5,10536,2019
0.5,12871,2019
0.5,30377,2019
0.5,17176,2019
0.5,11571,2019
0.5,12035,2019
0.5,12897,2019
0.5,32757,2019
0.5,10518,2019
0.5,33218,2019
0.5,13337,2019
0.5,12890,2019
0.5,13784,2019
0.5,19939,2019
0.5,11786,2019
0.5,21715,2019
0.5,21516,2019
0.5,25235,2019
0.5,10796,2019
0.5,32777,2019
0.5,27856,2019
0.5,21016,2019
0.5,34397,2019
0.5,11251,2019
0.5,18936,2019
0.5,27095,2019
0.5,38997,2019
0.5,10240,2019
0.5,12115,2019
0.5,29756,2019
0.5,10768,2019
0.5,13236,2019
0.5,12599,2019
0.5,11957,2019
0.5,11405,2019
0.5,12634,2019
0.5,13654,2019
0.5,12224,2019
0.5,24295,2019
0.5,10876,2019
0.5,14245,2019
0.5,36137,2019
0.5,19977,2019
0.5,11269,2019
0.5,10885,2019
0.5,27176,2019
0.5,33197,2019
0.5,38877,2019
0.5,26495,2019
0.5,11665,2019
0.5,30036,2019
0.5,25736,2019
0.5,13783,2019
0.5,11225,2019
0.5,12260,2019
0.5,29656,2019
0.5,13242,2019
0.5,15657,2019
0.5,12348,2019
0.5,13220,2019
0.5,22915,2019
0.5,34797,2019
0.5,27996,2019
0.5,36217,2019
0.5,29576,2019
0.5,12371,2019
0.5,15118,2019
0.5,10087,2019
0.5,31517,2019
0.5,10759,2019
0.5,36817,2019
0.5,10560,2019
0.5,10804,2019
0.5,31757,2019
0.5,16281,2019
0.5,12872,2019
0.5,14042,2019
0.5,30437,2019
0.5,16736,2019
0.5,28976,2019
0.5,13225,2019
0.5,31477,2019
0.5,13297,2019
0.5,12660,2019
0.5,31917,2019
0.5,13573,2019
0.5,11913,2019
0.5,33577,2019
0.5,23755,2019
0.5,10409,2019
0.5,13009,2019
0.5,11652,2019
0.5,18275,2019
0.5,36297,2019
0.5,11112,2019
0.5,11689,2019
0.5,12294,2019
0.5,26135,2019
0.5,27015,2019
0.5,32257,2019
0.5,32577,2019
0.5,24455,2019
0.5,10828,2019
0.5,12215,2019
0.5,10206,2019
0.5,36037,2019
0.5,29476,2019
0.5,10724,2019
0.5,12980,2019
0.5,19755,2019
0.5,33998,2019
0.5,13339,2019
0.5,18755,2019
0.5,11534,2019
0.5,11763,2019
0.5,13567,2019
0.5,10113,2019
0.5,32598,2019
0.5,13764,2019
0.5,38677,2019
0.5,11575,2019
0.5,11201,2019
0.5,29557,2019
0.5,12855,2019
0.5,19195,2019
0.5,20316,2019
0.5,36797,2019
0.5,10224,2019
0.5,32097,2019
0.5,11809,2019
0.5,30297,2019
0.5,33177,2019
0.5,12476,2019
0.5,34037,2019
0.5,16055,2019
0.5,11719,2019
0.5,10614,2019
0.5,21676,2019
0.5,12239,2019
0.5,25935,2019
0.5,12652,2019
0.5,14040,2019
0.5,11633,2019
0.5,13222,2019
0.5,13595,2019
0.5,32518,2019
0.5,10837,2019
0.5,32657,2019
0.5,18217,2019
0.5,22775,2019
0.5,19356,2019
0.5,11074,2019
0.5,13831,2019
0.5,12213,2019
0.5,20576,2019
0.5,21337,2019
0.5,35377,2019
0.5,15860,2019
0.5,39197,2019
0.5,32217,2019
0.5,24975,2019
0.5,28196,2019
0.5,11714,2019
0.5,10041,2019
0.5,36457,2019
0.5,35997,2019
0.5,13813,2019
0.5,11775,2019
0.5,30216,2019
0.5,12727,2019
0.5,35777,2019
0.5,11803,2019
0.5,20595,2019
0.5,30076,2019
0.5,13234,2019
0.5,34657,2019
0.5,10989,2019
0.5,38957,2019
0.5,15460,2019
0.5,10080,2019
0.5,10898,2019
0.5,12993,2019
0.5,34457,2019
0.5,11928,2019
0.5,11791,2019
0.5,16497,2019
0.5,11116,2019
0.5,24715,2019
0.5,34637,2019
0.5,26295,2019
0.5,12380,2019
0.5,13002,2019
0.5,11238,2019
0.5,13055,2019
0.5,20559,2019
0.5,33557,2019
0.5,28036,2019
0.5,37297,2019
0.5,15957,2019
0.5,11438,2019
0.5,33777,2019
0.5,19355,2019
0.5,11350,2019
0.5,13340,2019
0.5,26675,2019
0.5,30857,2019
0.5,13699,2019
0.5,12870,2019
0.5,19098,2019
0.5,34257,2019
0.5,23056,2019
0.5,14086,2019
0.5,35977,2019
0.5,10990,2019
0.5,36497,2019
0.5,10840,2019
0.5,13317,2019
0.5,10262,2019
0.5,12392,2019
0.5,29056,2019
0.5,28396,2019
0.5,12212,2019
0.5,12966,2019
0.5,14076,2019
0.5,35317,2019
0.5,14039,2019
0.5,11410,2019
0.5,13876,2019
0.5,12022,2019
0.5,14435,2019
0.5,28996,2019
0.5,16216,2019
0.5,13549,2019
0.5,36757,2019
0.5,14043,2019
0.5,10292,2019
0.5,12978,2019
0.5,33337,2019
0.5,32057,2019
0.5,12385,2019
0.5,12633,2019
0.5,12127,2019
0.5,35477,2019
0.5,10232,2019
0.5,12370,2019
0.5,12134,2019
0.5,32977,2019
0.5,13550,2019
0.5,10611,2019
0.5,13685,2019
0.5,15516,2019
0.5,11807,2019
0.5,10814,2019
0.5,13139,2019
0.5,10137,2019
0.5,21915,2019
0.5,36117,2019
0.5,38517,2019
0.5,10447,2019
0.5,31637,2019
0.5,28956,2019
0.5,12904,2019
0.5,21397,2019
0.5,13541,2019
0.5,34277,2019
0.5,29596,2019
0.5,10078,2019
0.5,12047,2019
0.5,26435,2019
0.5,36257,2019
0.5,37057,2019
0.5,34057,2019
0.5,11772,2019
0.5,13293,2019
0.5,36077,2019
0.5,12107,2019
0.5,10877,2019
0.5,10794,2019
0.5,29516,2019
0.5,30157,2019
0.5,33657,2019
0.5,10858,2019
0.5,35617,2019
0.5,13629,2019
0.5,36877,2019
0.5,27215,2019
0.5,11332,2019
0.5,33997,2019
0.5,29957,2019
0.5,11864,2019
0.5,10303,2019
0.5,10978,2019
0.5,10213,2019
0.5,34477,2019
0.5,13221,2019
0.5,11611,2019
0.5,24937,2019
0.5,10513,2019
0.5,13965,2019
0.5,17576,2019
0.5,15659,2019
0.5,11041,2019
0.5,10375,2019
0.5,23816,2019
0.5,14495,2019
0.5,11129,2019
0.5,26315,2019
0.5,10791,2019
0.5,38277,2019
0.5,19457,2019
0.5,33937,2019
0.5,35897,2019
0.5,33297,2019
0.5,13020,2019
0.5,24495,2019
0.5,34537,2019
0.5,11922,2019
0.5,27055,2019
0.5,11168,2019
0.5,11537,2019
0.5,37077,2019
0.5,10181,2019
0.5,31697,2019
0.5,11272,2019
0.5,30559,2019
0.5,14019,2019
0.5,11320,2019
0.5,10795,2019
0.5,33737,2019
0.5,27876,2019
0.5,10790,2019
0.5,15403,2019
0.5,22995,2019
0.5,38797,2019
0.5,11908,2019
0.5,28676,2019
0.5,12071,2019
0.5,12383,2019
0.5,10136,2019
0.5,10197,2019
0.5,19875,2019
0.5,17235,2019
0.5,30518,2019
0.5,12394,2019
0.5,24696,2019
0.5,11088,2019
0.5,13888,2019
0.5,12179,2019
0.5,19655,2019
0.5,10050,2019
0.5,13691,2019
0.5,13959,2019
0.5,11205,2019
0.5,31397,2019
0.5,13345,2019
0.5,11738,2019
0.5,13554,2019
0.5,20315,2019
0.5,11378,2019
0.5,34697,2019
0.5,33417,2019
0.5,33517,2019
0.5,11854,2019
0.5,10841,2019
0.5,13786,2019
0.5,18255,2019
0.5,11688,2019
0.5,11972,2019
0.5,19556,2019
0.5,10149,2019
0.5,10806,2019
0.5,10996,2019
0.5,11651,2019
0.5,13581,2019
0.5,11687,2019
0.5,12366,2019
0.5,28636,2019
0.5,31959,2019
0.5,31958,2019
0.5,13867,2019
0.5,12406,2019
0.5,32997,2019
0.5,33477,2019
0.5,31777,2019
0.5,29116,2019
0.5,13887,2019
0.5,37097,2019
0.5,10086,2019
0.5,11072,2019
0.5,22796,2019
0.5,17357,2019
0.5,29896,2019
0.5,10893,2019
0.5,30657,2019
0.5,27395,2019
0.5,12784,2019
0.5,11964,2019
0.5,14795,2019
0.5,12832,2019
0.5,21495,2019
0.5,21176,2019
0.5,10822,2019
0.5,13804,2019
0.5,12281,2019
0.5,29276,2019
0.5,12209,2019
0.5,12018,2019
0.5,12003,2019
0.5,11122,2019
0.5,11883,2019
0.5,11770,2019
0.5,31097,2019
0.5,12298,2019
0.5,37197,2019
0.5,12794,2019
0.5,13612,2019
0.5,16015,2019
0.5,37037,2019
0.5,35737,2019
0.5,13249,2019
0.5,32137,2019
0.5,10328,2019
0.5,30957,2019
0.5,13597,2019
0.5,34857,2019
0.5,12973,2019
0.5,12019,2019
0.5,13748,2019
0.5,11856,2019
0.5,11413,2019
0.5,20096,2019
0.5,31677,2019
0.5,39237,2019
0.5,13296,2019
0.5,12884,2019
0.5,35417,2019
0.5,19135,2019
0.5,11888,2019
0.5,28416,2019
0.5,13243,2019
0.5,15462,2019
0.5,13035,2019
0.5,11758,2019
0.5,33317,2019
0.5,19855,2019
0.5,17015,2019
0.5,34597,2019
0.5,10398,2019
0.5,37857,2019
0.5,13706,2019
0.5,36517,2019
0.5,30877,2019
0.5,12844,2019
0.5,12244,2019
0.5,33017,2019
0.5,25735,2019
0.5,24115,2019
0.5,13530,2019
0.5,12892,2019
0.5,18898,2019
0.5,20515,2019
0.5,11138,2019
0.5,20796,2019
0.5,10550,2019
0.5,10216,2019
0.5,32357,2019
0.5,34137,2019
0.5,11357,2019
0.5,31457,2019
0.5,16255,2019
0.5,21795,2019
0.5,34117,2019
0.5,19635,2019
0.5,28856,2019
0.5,22315,2019
0.5,12048,2019
0.5,11966,2019
0.5,10660,2019
0.5,11861,2019
0.5,11334,2019
0.5,38817,2019
0.5,36177,2019
0.5,20115,2019
0.5,12158,2019
0.5,27737,2019
0.5,33097,2019
0.5,37797,2019
0.5,30757,2019
0.5,30117,2019
0.5,12042,2019
0.5,27956,2019
0.5,28796,2019
0.5,13531,2019
0.5,33157,2019
0.5,28296,2019
0.5,10961,2019
0.5,11737,2019
0.5,11640,2019
0.5,25896,2019
0.5,32877,2019
0.5,12108,2019
0.5,12192,2019
0.5,23695,2019
0.5,11326,2019
0.5,38577,2019
0.5,18657,2019
0.5,12705,2019
0.5,30997,2019
0.5,31117,2019
0.5,15236,2019
0.5,11273,2019
0.5,14676,2019
0.5,28096,2019
0.5,26155,2019
0.5,13000,2019
0.5,11811,2019
0.5,24456,2019
0.5,30417,2019
0.5,10838,2019
0.5,20815,2019
0.5,12712,2019
0.5,32237,2019
0.5,11939,2019
0.5,35337,2019
0.5,29356,2019
0.5,12154,2019
0.5,27476,2019
0.5,11605,2019
0.5,13291,2019
0.5,27436,2019
0.5,13032,2019
0.5,10276,2019
0.5,38297,2019
0.5,23375,2019
0.5,15375,2019
0.5,35318,2019
0.5,36017,2019
0.5,13936,2019
0.5,13915,2019
0.5,13865,2019
0.5,34297,2019
0.5,28896,2019
0.5,32697,2019
0.5,30537,2019
0.5,13708,2019
0.5,10825,2019
0.5,37577,2019
0.5,13290,2019
0.5,11525,2019
0.5,31217,2019
0.5,19015,2019
0.5,11649,2019
0.5,12965,2019
0.5,15956,2019
0.5,10417,2019
0.5,10974,2019
0.5,36099,2019
0.5,10839,2019
0.5,10281,2019
0.5,10789,2019
0.5,11971,2019
0.5,19519,2019
0.5,30217,2019
0.5,11700,2019
0.5,35817,2019
0.5,11492,2019
0.5,13593,2019
0.5,24535,2019
0.5,10311,2019
0.5,11290,2019
0.5,20776,2019
0.5,11298,2019
0.5,38017,2019
0.5,31338,2019
0.5,19016,2019
0.5,13566,2019
0.5,13124,2019
0.5,13316,2019
0.5,13125,2019
0.5,15461,2019
0.5,22335,2019
0.5,32397,2019
0.5,10552,2019
0.5,23055,2019
0.5,10421,2019
0.5,10753,2019
0.5,12081,2019
0.5,22435,2019
0.5,26235,2019
0.5,11552,2019
0.5,36100,2019
0.5,19396,2019
0.5,29376,2019
0.5,10798,2019
0.5,11312,2019
0.5,31817,2019
0.5,12074,2019
0.5,11776,2019
0.5,13727,2019
0.5,11813,2019
0.5,11144,2019
0.5,22955,2019
0.5,13196,2019
0.5,10309,2019
0.5,38697,2019
0.5,20577,2019
0.5,16165,2019
0.5,26575,2019
0.5,13057,2019
0.5,11832,2019
0.5,29776,2019
0.5,21755,2019
0.5,12449,2019
0.5,13644,2019
0.5,12268,2019
0.5,12662,2019
0.5,15517,2019
0.5,25815,2019
0.5,28916,2019
0.5,20075,2019
0.5,31077,2019
0.5,10054,2019
0.5,11414,2019
0.5,10635,2019
0.5,17575,2019
0.5,26055,2019
0.5,30236,2019
0.5,30837,2019
0.5,30177,2019
0.5,12114,2019
0.5,31297,2019
0.5,33677,2019
0.5,34917,2019
0.5,31497,2019
0.5,14018,2019
0.5,29336,2019
0.5,30517,2019
0.5,32717,2019
0.5,10090,2019
0.5,17077,2019
0.5,32857,2019
0.5,30560,2019
0.5,13677,2019
0.5,13594,2019
0.5,11351,2019
0.5,10332,2019
0.5,10029,2019
0.5,10147,2019
0.5,25855,2019
0.5,10821,2019
0.5,14081,2019
0.5,30717,2019
0.5,12077,2019
0.5,13562,2019
0.5,10570,2019
0.5,10726,2019
0.5,13570,2019
0.5,13720,2019
0.5,34737,2019
0.5,32437,2019
0.5,32837,2019
0.5,11533,2019
0.5,24135,2019
0.5,14678,2019
0.5,35517,2019
0.5,22495,2019
0.5,24197,2019
0.5,10677,2019
0.5,10091,2019
0.5,31557,2019
0.5,38857,2019
0.5,35657,2019
0.5,36337,2019
0.5,36317,2019
0.5,12303,2019
0.5,37717,2019
0.5,18117,2019
0.5,13047,2019
0.5,10652,2019
0.5,12678,2019
0.5,10504,2019
0.5,11303,2019
0.5,32637,2019
0.5,32337,2019
0.5,35838,2019
0.5,13837,2019
0.5,11385,2019
0.5,12885,2019
0.5,13704,2019
0.5,27315,2019
0.5,36717,2019
0.5,11252,2019
0.5,12839,2019
0.5,13226,2019
0.5,19235,2019
0.5,10616,2019
0.5,11925,2019
0.5,13246,2019
0.5,36237,2019
0.5,17495,2019
0.5,29936,2019
0.5,13306,2019
0.5,24155,2019
